judul,judul_id,Pasal,Content,Content_id,,,,,
PERMEN BUMN No 961 Tahun 2022 ,2096122,PASAL 1,"Dalam Peraturan Mente ri ini yang dimaksud dengan:   1. Badan Usaha Milik Negara yang selanjutnya  disingkat BUMN adalah badan usaha yang seluruh  atau sebagian besar modalnya dimiliki oleh Negara  melalui penyertaan secara langsung yang berasal  dari kekayaan Negara yang dipisahkan.   2. Perusahaan Perseroan yang selanjutnya disebut  Persero adalah BUMN yang berbentuk perseroan  terbatas yang modalnya terbagi dalam saham yang  seluruh atau paling sedikit 51% (lima puluh satu  persen) sahamnya dimiliki oleh Negara Republik  Indonesia yang tujuan u tamanya mengejar  keuntungan.   3. Perusahaan Perseroan Terbuka yang selanjutnya  disebut Persero Terbuka adalah Persero yang modal  dan jumlah pemegang sahamnya memenuhi kriteria  tertentu, atau Persero yang melakukan penawaran  umum sesuai dengan peraturan perunda ng- undangan di bidang pasar modal.   4. Perusahaan Umum yang selanjutnya disebut Perum  adalah BUMN yang seluruh modalnya dimiliki  negara dan tidak terbagi atas saham, yang  bertujuan untuk kemanfaatan umum berupa  penyediaan barang dan/atau jasa yang bermutu  tinggi dan sekaligus mengejar keuntungan  berdasarkan prinsip pengelolaan perusahaan.   5. Menteri adalah menteri yang ditunjuk dan/atau  diberi kuasa untuk mewakili pemerintah selaku  pemegang saham negara pada Persero dan pemilik  modal pada Perum dengan memperhatika n  peraturan perundang -undangan.   6. Wakil Menteri BUMN I dan Wakil Menteri BUMN II  yang selanjutnya disingkat Wakil Menteri, adalah  pejabat di bawah Menteri yang mempunyai tugas  membantu Menteri dalam memimpin pelaksanaan  tugas Kementerian BUMN.   7. Sekretaris Kem enterian adalah pejabat Eselon I di  bawah Menteri yang membidangi fungsi administrasi  di Kementerian BUMN.   8. Deputi adalah pejabat Eselon I di bawah Menteri  yang membidangi sumber daya manusia BUMN.   9. Asisten Deputi adalah pejabat Eselon II di bawah  Deputi yan g membidangi manajemen sumber daya  manusia BUMN.   10. Asisten Deputi Sektor adalah pejabat Eselon II di  bawah Wakil Menteri yang membidangi portofolio  BUMN.   11. Direksi adalah organ BUMN yang bertanggung jawab  atas pengurusan BUMN untuk kepentingan dan  tujuan BUMN serta mewakili BUMN baik di dalam  maupun di luar pengadilan.   12. Dewan Komisaris adalah organ Persero yang  bertugas melakukan pengawasan dan memberikan  nasihat kepada Direksi dalam menjalankan kegiatan  pengurusan Persero.   13. Dewan Pengawas adalah organ Perum yang  bertugas  melakukan pengawasan dan memberikan nasihat  kepada Direksi dalam menjalankan kegiatan  pengurusan Perum.   14. Rapat Umum Pemegang Saham yang selanjutnya  disingkat RUPS adalah Organ Perseroan yang  mempunyai wewenang yang tidak diberikan kepada  Direksi a tau Dewan Komisaris dalam batas yang  ditentukan dalam undang -undang dan/atau  anggaran dasar.   15. Perusahaan adalah badan usaha selain BUMN.   16. Komite Talenta adalah komite yang dibentuk untuk  melakukan penjaringan dan evaluasi terhadap  Talenta Direksi BUMN yang t erdiri dari Komite  Talenta BUMN yang ditetapkan dengan Keputusan  Direksi dan Komite Talenta Kementerian BUMN  yang ditetapkan dengan Keputusan Sekretaris  Kementerian.   17. Komite Suksesi adalah komite yang dibentuk untuk  melakukan Uji Kelayakan dan Kepatutan ter hadap  Kandidat Direksi BUMN.   18. Talenta Terseleksi ( Selected Talent ) adalah talenta  BUMN yang diusulkan oleh Direksi BUMN kepada  Dewan Komisaris/Dewan Pengawas BUMN,  berdasarkan penilaian atas kinerja dan kapasitas  yang bersangkutan.   19. Talenta Ternominasi ( Nomi nated Talent ) adalah  Talenta Terseleksi dan Direksi yang sedang  menjabat yang dinominasikan oleh Dewan  Komisaris/Dewan Pengawas BUMN dan Talenta  Kementerian BUMN yang dinominasikan oleh  Sekretaris Kementerian BUMN, kepada Menteri  BUMN.   20. Talenta yang Memenuh i Persyaratan ( Eligible Talent )  adalah Talenta Ternominasi yang telah memenuhi  Persyaratan formal dan Persyaratan lainnya Anggota  Direksi BUMN serta pemeriksaan latar belakang  (background checking ).  21. Talenta Terkualifikasi ( Qualified Talent ) adalah  Talenta yang Memenuhi Persyaratan yang telah  mengikuti asesmen oleh lembaga profesional dan  mendapatkan rekomendasi untuk masuk ke dalam  Wadah Talenta ( Talent Pool ) Kementerian BUMN.   22. Kandidat adalah Talenta Terkualifikasi ( Qualified  Talent ) yang diusulkan oleh Kom ite Suksesi untuk  dipilih sebagai Direksi BUMN oleh Menteri BUMN  atau Tim Penilai Akhir (TPA).   23. Uji Kelayakan dan Kepatutan yang selanjutnya  disebut UKK adalah proses penilaian atas  kompetensi, track record, keahlian ( expertise ),  kepribadian ( traits ) terhad ap Qualified Talent  untuk  menghasilkan Kandidat yang diajukan kepada  Menteri BUMN/Tim Penilai Akhir sebagai Anggota  Direksi BUMN.   24. Asesmen adalah proses pengukuran kelayakan  kompetensi Talenta Direksi yang dilakukan oleh  lembaga profesional yang ditetapkan oleh Menteri.   25. Manajemen Talenta adalah bagian dari pengelolaan  dan pengembangan yang meliputi penjaringan,  penilaian, pengklasifikasian, pengembangan, dan  perputaran talenta yang berlapis (multi layering),  objektif, terencana, terukur, dan akuntabel.   26. Sistem Manajemen Talenta BUMN Berbasis  Teknologi Informasi adalah sistem manajemen  talenta BUMN yang dalam pelaksanaannya  didukung dengan teknologi informasi, sesuai  kebijakan yang ditetapkan oleh Kementerian BUMN.",209612200001,,,,,
PERMEN BUMN No 961 Tahun 2022 ,2096122,PASAL 2,"diantara Pasal 2 dan Pasal 3 disisipkan 3 (tiga) Pasal,  yakni Pasal 2A, Pasal 2B, dan Pasal 2C, sehingga  berbunyi sebagai berikut:     Pasal 2A   Dalam melakukan pengukuran integritas, perilaku yang  baik, dan perilaku jujur calon anggota Direksi, Menteri  harus memperhatikan dan mempertimbangkan daftar  dan rekam jejak.     Pasal 2B   Secara berkala Menteri menyusun daftar dan rekam jejak  Direksi, dan/atau calon Direksi, dengan kriteria telah  ditetapkan sebagai tersangka, terdakwa atau dinyatakan  bersalah dengan putusan pengadilan yang berkekuatan  hukum tetap ( in kracht ) karena:   a. melakukan tindakan yang merugikan perusahaan  dan/atau keuangan negara;   b. melanggar ketentuan anggaran dasar perusahaan,  ketentuan internal perusahaan, dan/atau peraturan  perundang -undangan di bidang tindak pidana  korupsi; dan/atau   c. terpapar  paham radikalisme, terlibat terorisme,  komunisme, atau penyalahgunaan narkotika,  psikotropika, dan zat adiktif lainnya.         Pasal 2C   Sumber informasi daftar dan rekam jejak Direksi,  dan/atau Calon Direksi dapat diperoleh dari:   a. kementerian dan lembaga peme rintah non  kementerian;   b. institusi negara yang melaksanakan audit; dan/atau   c. aparat penegak hukum.     3. Diantara BAB II dan BAB III disisipkan 1 (satu) BAB,  yakni BA",209612200002,,,,,
PERMEN BUMN No 1147 Tahun 2017 ,2114717,PASAL 1,"Dalam Peraturan Menteri ini yang dimaksud dengan:   1. Badan Usaha Milik Negara yang selanjutnya disingkat  BUMN adalah badan usaha yang seluruh atau sebagian  besar modalnya dimiliki oleh negara melalui penyertaan  secara langsung yang berasal dari kekayaan negara yang  dipisahkan.   2. Kerja  Sama adalah perikatan hukum antara BUMN  dengan Mitra untuk  mencapai tujuan bersama.   3. Mitra adalah pihak yang  bekerja  sama  dengan BUMN  yang terd iri dari anak perusahaan BUMN, perusahaan  terafiliasi BUMN dan/atau pihak lain.    4. Standar Operasional Prosedur yang selanjutnya disingkat  SOP adalah pedoman atau acuan untuk melaksanakan  tugas pekerjaan.",211471700001,,,,,
PERMEN BUMN No 1147 Tahun 2017 ,2114717,PASAL 2,"Prinsip -prinsip yang harus diperhatikan dala m pelaksanaan   kerja sama sebagai berikut:   a.   Kerja  Sama dilakukan dengan memperhatikan asas  transparansi, kemandirian, akuntabilitas,  pertanggungjawaban, ke manfaatan, dan  kewajaran , serta   sesuai dengan ketentuan  peraturan perundang - undangan ;  b.   Kerja  Sama dilakukan untuk jangka waktu tertentu yang  dicantumkan  dalam perjanjian dan tidak diperkenankan  melakukan kerja sama tanpa batas waktu , kecuali untuk  kerja sama dalam bentuk pendirian perusahaan  patungan (joint venture company );  c.   Kerja  Sama mengutamakan  sinergi antar BUMN  dan/atau anak perusahaan  BUM N dan/atau perusahaan  terafiliasi  BUMN dan peningkatan peran serta usaha  nasional ;  d.   selain Organ  Persero atau Organ Perum, pihak manapun  dilarang ikut campur dalam proses dan pengambilan  keputusan mengenai kerja sama  sesuai dengan  ketentuan peraturan perundang -undangan; dan/atau   e.   Direksi bertanggungjawab atas pelaksanaan kerja sama   untuk kepentingan perusahaan, serta menjamin bebas  dari tekanan, paksaan dan campur tangan dari pihak  lain.",211471700002,,,,,
PERMEN BUMN No 1147 Tahun 2017 ,2114717,PASAL 3,"Kerja  Sama dilakukan berdasarkan pada  kemanfaatan  yang  paling optimal bagi BUMN , yang dalam pelaksanaannya  disesuaikan dengan  karakteristik dan/atau dinamika industri,  sektoral , dan/atau kebutuhan masing -masing BUMN.",211471700003,,,,,
PERMEN BUMN No 1147 Tahun 2017 ,2114717,PASAL 4,Kerja  Sama yang dilakukan oleh BUMN melipu ti:  a. Kerja  Sama dimana BUMN sebagai rekan kerja sama ; dan  b. Kerja  Sama dimana BUMN sebagai pihak yang mencari  Mitra.,211471700004,,,,,
PERMEN BUMN No 1147 Tahun 2017 ,2114717,PASAL 5,"Kerja  Sama dimana BUMN sebagai rekan kerja sama   sebagaimana dimaksud dalam Pasal 4 huruf a dapat  dilakukan dengan  mengacu pada kete ntuan dari rekan kerja  sama , dengan tetap memperhatikan aspek kemanfaatan dan  keuntungan bagi BUMN.",211471700005,,,,,
PERMEN BUMN No 1147 Tahun 2017 ,2114717,PASAL 6,"(1) Kerja  Sama dimana BUMN sebagai pihak yang mencari  Mitra  sebagaimana dimaksud dalam Pasal 4 huruf b,  dilakukan berdasarkan Standar Operasional Prose dur  (SOP) yang ditetapkan oleh Direksi .  (2) SOP sebagaimana dimaksud pada ayat (1) harus  mendapatkan  persetujuan Dewan Komisaris/Dewan  Pengawas BUMN yang bersangkutan dengan berpedoman  pada Peraturan Menteri ini.   (3) SOP sebagaimana dimaksud pada ayat (1)  ditetapk an  oleh Direksi dalam waktu paling lama 6 (enam ) bulan  terhitung sejak tanggal Peraturan Menteri ini  diundangkan .  (4) SOP sebagaimana dimaksud pada ayat ( 1) paling sedikit  mengatur mengenai:   a.   mekanisme pemilihan Mitra, termasuk mekanisme  penunjukan langsung;   b.   dokumen yang diperlukan, antara lain studi  kelayakan (mencakup manfaat paling optimal yang  diperoleh BUMN), rencana bisnis (meliputi aspek  operasional, finansial, hukum dan pasar), kajian  manajemen risiko dan mitigasi risiko;   c.   persyaratan/kualifikasi Mi tra;  d.   tata waktu proses pemilihan Mitra paling lama 90  (sembilan puluh) hari kerja , sejak dokumen  permohonan diajukan Calon Mitra diterima secara  lengkap;   e.   mekanisme  perpanjangan kerja sama, baik terhadap  perjanjian yang telah berakhir, perjanjian yang  sedang berjalan, maupun perjanjian yang akan  datang; dan/atau   f.   materi perjanjian kerja sama  yang melindungi  kepentingan BUMN.   (5) SOP sebagaimana dimaksud pada ayat (4) harus pula  mengatur tata cara penunjukkan Mitra dimana proses  kerja sama tersebut dilakukan  atas inisiatif calon Mitra.   (6) Dalam hal BUMN telah memiliki SOP  terkait kerja sama  dengan Mitra , SOP dimaksud harus sesuai dengan  ketentuan Peraturan Menteri ini dalam waktu paling  lama 6 (enam ) bulan terhitung sejak tanggal Peraturan  Menteri ini diundangk an.  (7) Dalam rangka pelaksanaan kerja sama  dan penyusunan  atau penyesuaian SOP sebagaimana dimaksud pada ayat  (1) dan ayat (3), Direksi harus memperhatikan ketentuan  peraturan perundang -undangan sektoral.",211471700006,,,,,
PERMEN BUMN No 1147 Tahun 2017 ,2114717,PASAL 7,"SOP yang telah ditetapkan oleh Direksi sebaga imana  dimaksud dalam Pasal 6 ayat (1) atau ayat (6), serta  perubahannya apabila ada, harus dilaporkan kepada Menteri  BUMN dalam waktu paling lama 1 (satu) bulan terhitung sejak  tanggal SOP dimaksud ditetapkan.",211471700007,,,,,
PERMEN BUMN No 1147 Tahun 2017 ,2114717,PASAL 8,"(1) Setiap kerja sama  dituangkan dalam pe rjanjian antara  BUMN dengan  Mitra.   (2) Perjanjian sebagaimana dimaksud pada ayat (1) harus  melindungi kepentingan BUMN paling sedikit  memuat  mengenai :  a. jenis dan nilai kompensasi/imbalan, cara  pembayaran dan/atau penyerahan, waktu  pembayaran dan penyerahan komp ensasi/imbalan;   b. hak dan kewajiban para pihak;   c. cidera  janji dan sanksi dalam hal Mitra  tidak  memenuhi kewajiban  kontraktualnya ;  d. penyelesaian  sengketa yang mengutamakan  penyelesaian melalui cara musyawarah dan   mufakat, serta  alternatif penyelesaian sengketa  beserta domisili /yurisdiksi  hukum;   e. pembebasan  (indemnity)  BUMN oleh Mitra dari  tanggungjawab hukum pada saat perjanjian kerja  sama  berakhir;   f. alih pengetahuan ( transfer of knowledge ) dari Mitra ke  BUMN  (jika ada) ;  g. berakhirnya  perjanjian dan konsekuensi yang   ditimbulkannya , termasuk mengenai penyerahan  kembali objek perjanjian  kerja sama; dan   h. tidak adanya ketentuan yang mengikat dan/atau  mewajibkan BUMN untuk memperpanjang perjanjian  kerja sama.   (3) Untuk kerja sama pembentukan perusahaan patungan  (joint venture  company ), ketentuan sebagaimana dimaksud  pada ayat (2) huruf g dan huruf h dapat tidak dimuat dalam  perjanjian antara BUMN dengan Mitra.   (4) Jenis kompensasi sebagaimana dimaksud pada ayat (2)  huruf a, dapat berupa uang , imbalan lain, atau manfaat  lain bagi p erusahaan maupun manfaat bagi Negara.   (5) Selain  memuat ketentuan sebagaimana dimaksud pada  ayat (2), untuk kerja sama  terkait dengan tanah, bangunan,  dan/atau  aset tetap milik BUMN, perjanjian sebagaimana  dimaksud pada ayat (1) paling sedikit memuat mengenai :  a. larangan untuk memindahtangankan, kecuali  apabila sejak awal kerja sama dilakukan dalam  rangka pemindahtanganan;   b. larangan untuk menjaminkan objek perjanjian;   c. larangan untuk mengikat jaminan yang melampaui  masa perjanjian atas bangunan/sarana/prasarana  hasil kerja sama ; dan  d. Jaminan Kualitas hasil kerja sama  pada saat  perjanjian berakhir.",211471700008,,,,,
PERMEN BUMN No 1147 Tahun 2017 ,2114717,PASAL 9,"Direksi wajib mengevaluasi perjanjian kerja sama  yang belum  dilaksanakan, apabila merugikan BUMN atau belum  memberikan keuntungan yang optimal, dengan tetap  mempe rhatikan ketentuan peraturan perundang -undangan.",211471700009,,,,,
PERMEN BUMN No 1147 Tahun 2017 ,2114717,PASAL 10,"Bagi Persero/Perseroan Terbatas yang tidak semua sahamnya  dimiliki oleh negara, pemberlakuan Peraturan Menteri ini  dilakukan melalui adopsi secara langsung oleh Direksi atau  melalui adopsi dengan penyesuaian oleh Direksi atau  pengukuhan dalam RUPS Persero/Perseroan Terbatas yang  bersangkutan .",211471700010,,,,,
PERMEN BUMN No 1147 Tahun 2017 ,2114717,PASAL 11,"Bagi anak perusahaan BUMN dan perusahaan terafiliasi  BUMN, dapat memberlakukan Peraturan Menteri ini yang  dikukuhkan dalam RUPS anak perusahaan ata u perusahaan  terafiliasi yang bersangkutan.",211471700011,,,,,
PERMEN BUMN No 1147 Tahun 2017 ,2114717,PASAL 12,"(1) Kerja  sama untuk  Pendayagunaan Aset Tetap  atau  bentuk lainnya  yang sudah dilaksanakan atau telah  mendapat persetujuan sesuai dengan ketentuan  Anggaran Dasar masing -masing BUMN sebelum  diundangkannya Per aturan Menteri ini, tetap berlaku.   (2) Dalam hal kerja sama  untuk Pendayagunaan Aset Tetap   atau bentuk lainnya  yang sedang dalam proses  pengkajian dan/atau proses persetujuan sesuai dengan  ketentuan Anggaran Dasar masing -masing BUMN pada  saat Peraturan Menteri  ini diundangkan , tetap dapat  dilanjutkan berdasarkan Peraturan Menteri yang berlaku  sebelumnya, selama SOP belum disusun atau  disesuaikan dengan ketentuan Peraturan Menteri ini atau  waktu 6 (enam) bulan (mana yang lebih cepat).   (3) SOP mengenai kerja sama  dengan Mitra yang sudah ada  sebelum Peraturan Menteri ini berlaku, dinyatakan masih  tetap berlaku sepanjang tidak bertentangan dengan atau  belum disesuaikan berdasarkan Peraturan Menteri ini.",211471700012,,,,,
PERMEN BUMN No 1147 Tahun 2017 ,2114717,PASAL 13,"Kerja  Sama untuk keperluan pelayanan Instansi Pemerintah   di kawasan kebandarudaraan dan kepelabuhanan sebagai  bagian dari fasilitas kebandarudaraan dan kepelabuhanan  yang diwajibkan keberadaannya oleh peraturan perundang - undangan, pelaksanaannya dilakukan sesuai dengan  ketentuan peraturan perundang -undangan di bidang  kebandarudaraan dan kepelabuhanan.",211471700013,,,,,
PERMEN BUMN No 1147 Tahun 2017 ,2114717,PASAL 14,"Pada saat Peraturan Menteri ini mulai berlaku, Peraturan  Menteri BUMN Nomor PER -13/MBU/09/2014 tentang  Pedoman Pendayagunaan Aset Tetap Badan Usaha Milik  Negara, dicabut dan dinyatakan tidak berlaku.",211471700014,,,,,
PERMEN BUMN No 1147 Tahun 2017 ,2114717,PASAL 15,Peraturan Menteri ini mulai berlaku pada tanggal  diundangkan.,211471700015,,,,,
PERMEN BUMN No 447 Tahun 2021 ,2044721,PASAL 1,"Dalam Peraturan Menteri ini yang dimaksud dengan:   1. Badan Usaha Milik Negara yang selanjutnya  disingkat BUMN adalah badan usaha yang sel uruh  atau sebagian besar modalnya dimiliki oleh negara  melalui penyertaan secara langsung yang berasal  dari kekayaan negara yang dipisahkan.   2. Kerja Sama adalah perikatan hukum antara BUMN  dengan Mitra untuk mencapai tujuan bersama.   3. Mitra adalah pihak yang b ekerja sama dengan  BUMN yang terdiri dari BUMN, anak perusahaan  BUMN, perusahaan terafiliasi BUMN, Lembaga  Pengelola Investasi yang dibentuk berdasarkan  Undang -Undang Nomor 11 Tahun 2020 tentang  Cipta Kerja, dan/atau pihak lain.   4. Standar Operasional Prosedu r yang selanjutnya  disingkat SOP adalah pedoman atau acuan untuk  melaksanakan tugas/pekerjaan.   2. Ketentuan Pasal 2 diubah, sehingga Pasal 2 berbunyi  sebagai berikut:",204472100001,,,,,
PERMEN BUMN No 447 Tahun 2021 ,2044721,PASAL 2,"Kerja Sama dilaksanakan dengan prinsip:   a. Kerja Sama dilakukan dengan berdasarkan as as  transparansi, kemandirian, akuntabilitas,  pertanggungjawaban, kemanfaatan, dan kewajaran,  serta sesuai dengan ketentuan peraturan  perundang -undangan;   b. Kerja Sama dilakukan untuk jangka waktu tertentu  yang dicantumkan dalam perjanjian dan tidak  diperkenan kan melakukan Kerja Sama tanpa batas  waktu, kecuali untuk Kerja Sama dalam bentuk  perusahaan patungan ( joint venture company );  c. Kerja Sama mengutamakan sinergi antar -BUMN  dan/atau antar -anak perusahaan BUMN dan/atau  antar -perusahaan terafiliasi BUMN dan/ata u  dengan Lembaga Pengelola Investasi dan  peningkatan peran serta usaha nasional melalui:   1. penunjukan langsung kepada BUMN, anak  perusahaan BUMN, perusahaan terafiliasi  BUMN atau Lembaga Pengelola Investasi; atau   2. Kerja Sama langsung dengan membandingkan  paling sedikit dua (2) BUMN, anak perusahaan  BUMN, perusahaan terafiliasi BUMN.   d. selain Organ Persero atau Organ Perum, pihak  manapun dilarang ikut campur dalam proses dan  pengambilan keputusan mengenai Kerja Sama  sesuai dengan ketentuan peraturan perundang - undangan; dan/atau   e. Direksi bertanggungjawab atas pelaksanaan Kerja  Sama untuk kepentingan perusahaan, serta  menjamin bebas dari tekanan, paksaan dan campur  tangan dari pihak lain.             3. Diantara Pasal 4 dan Pasal 5 disisipkan 1 (satu) pasal,  yakni Pasal 4A yan g berbunyi sebagai berikut :    Pasal  4A  (1) BUMN dapat melakukan Kerja Sama dengan  Lembaga Pengelola Investasi yang dibentuk  berdasarkan Undang -Undang Nomor 11 Tahun 2020  tentang Cipta Kerja.    (2) Kerja Sama sebagaimana dimaksud pada ayat (1)  dapat pula dilakukan de ngan perusahaan patungan  yang sebagian besar sahamnya dimiliki oleh  Lembaga Pengelola Investasi atau perusahaan yang  dikendalikan oleh Lembaga Pengelola Investasi.   (3) Kerja Sama sebagaimana dimaksud pada ayat (1)  dan ayat (2) dilakukan melalui penunjukan  langsung.   (4) Bentuk Kerja  Sama dengan Lembaga Pengelola  Investasi sebagaimana dimaksud pada ayat (1) dan  ayat (2) berupa:   a. kuasa  kelola;   b. perusahaan patungan ( joint venture company );   c. pendirian dana kelolaan investasi ( fund);   d. sewa menyewa aset;   e. kerja sama operasi;   f. bangun guna serah ( build operate transfer );  g. bangun milik serah ( build own transfer );  h. bangun serah guna ( build transfer operate );  i. bangun pelihara serah ( build maintain transfer );  j. lengkapi guna serah ( equip operate transfer );  dan/atau   k. bentuk Kerja Sama lain nya sesuai Anggaran  Dasar, karakteristik dan/atau dinamika  industri, sektoral, dan/atau kebutuhan  masing -masing BUMN.   (5) Kerja Sama dalam bentuk perusahaan patungan  (joint venture company ) sebagaimana dimaksud pada  ayat (4) huruf b dilakukan melalui:   a. pendiria n perusahaan baru bersama Lembaga  Pengelola Investasi atau perusahaan patungan  sebagaimana dimaksud pada ayat (2);   b. penjualan saham anak perusahaan BUMN  dan/atau perusahaan terafiliasi BUMN kepada  Lembaga Pengelola Investasi atau perusahaan  patungan sebagai mana dimaksud pada ayat (2);   c. penerbitan saham baru ( rights issue ) oleh anak  perusahaan BUMN dan/atau perusahaan  terafiliasi BUMN kepada Lembaga Pengelola  Investasi atau perusahaan patungan  sebagaimana dimaksud pada ayat (2);   d. akuisisi atau penyertaan modal kepada  perseroan lain yang dimiliki atau akan dimiliki  bersama dengan Lembaga Pengelola Investasi  atau perusahaan patungan sebagaimana  dimaksud pada ayat (2); dan/atau   e. bentuk dan/atau cara lain yang disepakati  bersama dengan Lembaga Pengelola Investasi  sebagaimana dimaksud pada ayat (1).   (6) Dalam perjanjian Kerja Sama antara BUMN dengan  Lembaga Pengelola Investasi dalam bentuk  perusahaan patungan ( joint venture company ) dapat  memuat kesepakatan mengenai pengakhiran  perjanjian dan konsekuensi yang timbul.     Pasal II  1. Badan Usaha Milik Negara melakukan penyesuaian  terhadap standar operasional prosedur dalam rangka  melaksanakan Kerja Sama sebagaimana dimaksud dalam  Pasal 4A paling lambat 3 (tiga) bulan sejak berlakunya  Peraturan Menteri ini.   2. Peraturan  Menteri ini mulai berlaku pada tanggal  diundangkan.",204472100002,,,,,
PERMEN BUMN No 46 Tahun 2018 ,2004618,PASAL 1,"Dalam Peraturan Menteri ini yang dimaksud dengan:   1. Penyelenggara Negara adalah pejabat negara di  lingkungan Kementerian Badan Usaha Milik Negara yang  menjalankan fungsi eksekutif, dan  pejabat lain yang  fungsi dan tugas pokoknya berkaitan dengan  penyelenggaraan negara sesuai dengan ketentuan  peraturan perundang -undangan.   2. Komisi Pemberantasan Korupsi yang selanjutnya  disingkat KPK adalah lembaga negara yang bersifat  independen dan beb as dari pengaruh kekuasaan dan  mempunyai tugas melakukan pemberantasan tindak  pidana korupsi.   3.  Harta Kekayaan adalah harta benda berupa benda  bergerak atau tidak bergerak, berwujud atau tidak  berwujud termasuk hak dan kewajiban lainnya yang  dapat dinila i dengan uang yang dimiliki oleh  Penyelenggara Negara berserta istri atau suami dan anak  yang masih dalam tanggungan Penyelenggara Negara  atau orang lain yang diperoleh sebelum dan selama  Penyelenggara Negara memangku jabatannya.   4. Laporan Harta Kekayaan  Penyelenggara Negara yang  selanjutnya disingkat LHKPN adalah laporan dalam  bentuk cetak dan/atau bentuk lainnya tentang uraian  dan rincian informasi mengenai harta kekayaan, data  pribadi, termasuk penghasilan, pengeluaran dan data  atas harta kekayaan Peny elenggara Negara.   5. Elektronik Laporan Harta Kekayaan Penyelenggara  Negara yang selanjutnya disingkat e-LHKPN  adalah  penyampaian laporan harta kekayaan melalui sebuah  aplikasi secara elektronik.   6. Menteri adalah menteri yang menyelenggarakan urusan  pemer intahan di bidang pembinaan badan usaha milik  negara .",200461800001,,,,,
PERMEN BUMN No 46 Tahun 2018 ,2004618,PASAL 2,"(1) Penyelenggara Negara wajib menyampaikan LHKPN.   (2) Penyelenggara  Negara sebagaimana dimaksud pada ayat  (1) terdiri dari Menteri, Staf Khusus Menteri, dan seluruh  Pegawai Aparatur Sipil Negar a di lingkungan Kementerian  Badan Usaha Milik Negara.",200461800002,,,,,
PERMEN BUMN No 46 Tahun 2018 ,2004618,PASAL 3,"(1) Penyelenggara  Negara menyampaikan LHKPN kepada  KPK pada saat:   a. pengangkatan pertama kali dalam suatu jabatan;   b. berakhir masa jabatan ;   c. pensiun; atau  d. pengangkatan kembali setelah berakhirnya masa  jabatan atau pensiun .  (2) Penyampaian  LHKPN dilaksanakan paling lambat 3 (tiga)  bulan terhitung sejak pengangkatan pertama kali dalam  suatu jabatan, berakhir masa jabatan, pensiun, atau  pengangkatan kembali  setelah berakhirnya masa jabatan   atau pensiun.",200461800003,,,,,
PERMEN BUMN No 46 Tahun 2018 ,2004618,PASAL 4,(1) Penyampaian  LHKPN selama Penyelenggara Negara  menjabat dilakukan secara periodik setiap 1 (satu) tahun  sekali atas harta kekayaan yang diperoleh sejak tanggal 1  Januari sampai dengan 31 Desember.   (2) Penyampaian LHKPN sebagaiman a dimaksud pada ayat  (1) disampaikan  paling lambat tanggal 31 Maret tahun  berikutnya.,200461800004,,,,,
PERMEN BUMN No 46 Tahun 2018 ,2004618,PASAL 5,"(1) Penyampaian  LHKPN dilaksanakan dengan cara:   a. mengisi aplikasi e-LHKPN  pada website   b. mengisi formulir LHKPN dengan format microsoft  excel untuk kemudian dikirimkan melalui email ke  alamat elhkpn@kpk.go.id , atau diserahkan kepada  Direktorat Pendaftaran dan Pemeriksaan Laporan  Harta Kekayaan Penyelenggara Negara KPK.   (2) Formulir  microsoft excel  sebagaimana dimaksud pada  ayat (1) huruf b, dapat diunduh melalui website",200461800005,,,,,
PERMEN BUMN No 46 Tahun 2018 ,2004618,PASAL 6,Tautan pengumuman LHKPN yang sudah diverifikasi KPK  Kementerian Badan Usaha Milik Negara  dengan alamat,200461800006,,,,,
PERMEN BUMN No 46 Tahun 2018 ,2004618,PASAL 7,"(1) Dalam rangka koordinasi dengan KPK terkait dengan  monitoring dan evaluasi kepatuhan pelaporan LHKPN  oleh Penyelenggara  Negara sebagaimana dimaksud dalam  Pasal 5, Inspektorat Kementerian B adan Usaha Milik  Negara  bertindak sebagai unit yang melak ukan  pengelolaan LHKPN.   (2) Dalam bertindak sebagai unit yang melakukan  pengelolaan LHKPN sebagaimana dimaksud pada ayat  (1), Inspektur dapat menunjuk atau menetapkan pihak - pihak untuk membantu pelaksanaan tugas pengelolaan  LHKPN.   (3) Inspektur selaku  Unit Pengelolaan LHKPN Kementerian  Badan Usaha Milik Negara menunjuk Admin Instansi dan  Admin Unit Kerja untuk mengelola LHKPN di lingkungan  Kementerian Badan Usaha Milik Negara.   (4) Unit Pengelola LHKPN sebagaimana dimaksud pada Pasal  7 ayat (1) mempunyai tug as:  a. melakukan koordinasi dengan KPK dalam  rangka   monitoring dan evaluasi kepatuhan pelaporan  LHKPN;   b. menyusun m aster jabatan, data wajib LHKPN  serta   perubahan nya, dan menyampaikannya kepada KPK  paling lambat tanggal 15 Desember setiap tahun   berjalan ;  c. mengingatkan Penyelenggara Negara wajib lapor  LHKPN untuk mematuhi kewajiban penyampaian  dan pengumuman LHKPN; dan  d. mengkoordinasikan pencantuman tautan  pengumuman LHKPN sebagaimana dimaksud dalam PASAL 6",200461800007,,,,,
