judul,BAB,Pasal,Content
UU_No_13_Tahun_2003_cleaned.txt,BAB V: PELATIHAN KERJA,PASAL 16,(1) Lembaga pelatihan kerja swasta yang telah memperoleh izin dan lembaga pelatihan kerja pemerintah yang telah terdaftar dapat memperoleh akreditasi dari lembaga akreditasi. (2) Lembaga akreditasi sebagaimana dimaksud dalam ayat (1) bersifat independen terdiri atas unsur masyarakat dan pemerintah ditetapkan dengan Keputusan Menteri. (3) Organisasi dan tata kerja lembaga akreditasi sebagaimana dimaksud dalam ayat (2) diatur dengan Keputusan Menteri.
UU_No_13_Tahun_2003_cleaned.txt,BAB V: PELATIHAN KERJA,PASAL 17,"(1) Instansi yang bertanggung jawab di bidang ketenagakerjaan di kabupaten/kota dapat menghentikan sementara pelaksanaan penyelenggaraan pelatihan kerja, apabila dalam pelaksanaannya ternyata: a. tidak sesuai dengan arah pelatihan kerja sebagaimana dimaksud dalam Pasal 9; dan/atau b. tidak memenuhi persyaratan sebagaimana dimaksud dalam Pasal 15. (2) Penghentian sementara pelaksanaan penyelenggaraan pelatihan kerja sebagaimana dimaksud dalam ayat (1), disertai alasan dan saran perbaikan dan berlaku paling lama 6 (enam) bulan. (3) Penghentian sementara pelaksanaan penyelenggaraan pelatihan kerja hanya dikenakan terhadap program pelatihan yang tidak memenuhi syarat sebagaimana dimaksud dalam Pasal 9 dan Pasal 15. (4) Bagi penyelenggara pelatihan kerja dalam waktu 6 (enam) bulan tidak memenuhi dan melengkapi saran perbaikan sebagaimana dimaksud dalam ayat (2) dikenakan sanksi penghentian program pelatihan. (5) Penyelenggara pelatihan kerja yang tidak menaati dan tetap melaksanakan program pelatihan kerja yang telah dihentikan sebagaimana dimaksud dalam ayat (4) dikenakan sanksi pencabutan izin dan pembatalan pendaftaran penyelenggara pelatihan. (6) Ketentuan mengenai tata cara penghentian sementara, penghentian, pencabutan izin, dan pembatalan pendaftaran diatur dengan Keputusan Menteri."
UU_No_13_Tahun_2003_cleaned.txt,BAB V: PELATIHAN KERJA,PASAL 18,"(1) Tenaga kerja berhak memperoleh pengakuan kompetensi kerja setelah mengikuti pelatihan kerja yang diselenggarakan lembaga pelatihan kerja pemerintah, lembaga pelatihan kerja swasta, atau pelatihan di tempat kerja. (2) Pengakuan kompetensi kerja sebagaimana dimaksud dalam ayat (1) dilakukan melalui sertifikasi kompetensi kerja. (3) Sertifikasi kompetensi kerja sebagaimana dimaksud dalam ayat (2) dapat pula diikuti oleh tenaga kerja yang telah berpengalaman. (4) Untuk melaksanakan sertifikasi kompetensi kerja dibentuk badan nasional sertifikasi profesi yang independen. (5) Pembentukan badan nasional sertifikasi profesi yang independen sebagaimana dimaksud dalam ayat (4) diatur dengan Peraturan Pemerintah."
UU_No_13_Tahun_2003_cleaned.txt,BAB V: PELATIHAN KERJA,PASAL 19,"Pelatihan kerja bagi tenaga kerja penyandang cacat dilaksanakan dengan memperhatikan jenis, derajat kecacatan, dan kemampuan tenaga kerja penyandang cacat yang bersangkutan."
UU_No_13_Tahun_2003_cleaned.txt,BAB V: PELATIHAN KERJA,PASAL 20,"(1) Untuk mendukung peningkatan pelatihan kerja dalam rangka pembangunan ketenagakerjaan, dikembangkan satu sistem pelatihan kerja nasional yang merupakan acuan pelaksanaan pelatihan kerja di semua bidang dan/atau sektor. (2) Ketentuan mengenai bentuk, mekanisme, dan kelembagaan sistem pelatihan kerja nasional sebagaimana dimaksud dalam ayat (1) diatur dengan Peraturan Pemerintah."
UU_No_13_Tahun_2003_cleaned.txt,BAB V: PELATIHAN KERJA,PASAL 21,Pelatihan kerja dapat diselenggarakan dengan sistem pemagangan.
UU_No_13_Tahun_2003_cleaned.txt,BAB V: PELATIHAN KERJA,PASAL 22,"(1) Pemagangan dilaksanakan atas dasar perjanjian pemagangan antara peserta dengan pengusaha yang dibuat secara tertulis. (2) Perjanjian pemagangan sebagaimana dimaksud dalam ayat (1), sekurang-kurangnya memuat ketentuan hak dan kewajiban peserta dan pengusaha serta jangka waktu pemagangan. (3) Pemagangan yang diselenggarakan tidak melalui perjanjian pemagangan sebagaimana dimaksud dalam ayat (1), dianggap tidak sah dan status peserta berubah menjadi pekerja/buruh perusahaan yang bersangkutan"
UU_No_13_Tahun_2003_cleaned.txt,BAB V: PELATIHAN KERJA,PASAL 23,Tenaga kerja yang telah mengikuti program pemagangan berhak atas pengakuan kualifikasi kompetensi kerja dari ditjen Peratura
UU_No_13_Tahun_2003_cleaned.txt,BAB V: PELATIHAN KERJA,PASAL 24,"n Perundang-undanganPasal 24 Pemagangan dapat dilaksanakan di perusahaan sendiri atau di tempat penyelenggaraan pelatihan kerja, atau perusahaan lain, baik di dalam maupun di luar wilayah Indonesia."
UU_No_13_Tahun_2003_cleaned.txt,BAB V: PELATIHAN KERJA,PASAL 25,"(1) Pemagangan yang dilakukan di luar wilayah Indonesia wajib mendapat izin dari Menteri atau pejabat yang ditunjuk. (2) Untuk memperoleh izin sebagaimana dimaksud dalam ayat (1), penyelenggara pemagangan harus berbentuk badan hukum Indonesia sesuai dengan peraturan perundang-undangan yang berlaku. (3) Ketentuan mengenai tata cara perizinan pemagangan di luar wilayah Indonesia sebagaimana dimaksud dalam ayat (1) dan ayat (2), diatur dengan Keputusan Menteri."
UU_No_13_Tahun_2003_cleaned.txt,BAB V: PELATIHAN KERJA,PASAL 26,"(1) Penyelenggaraan pemagangan di luar wilayah Indonesia harus mem-perhatikan: a. harkat dan martabat bangsa Indonesia; b. penguasaan kompetensi yang lebih tinggi; dan c. perlindungan dan kesejahteraan peserta pemagangan, termasuk melaksanakan ibadahnya. (2) Menteri atau pejabat yang ditunjuk dapat menghentikan pelaksanaan pemagangan di luar wilayah Indonesia apabila di dalam pelaksanaannya ternyata tidak sesuai dengan ketentuan sebagaimana dimaksud dalam ayat (1)."
UU_No_13_Tahun_2003_cleaned.txt,BAB V: PELATIHAN KERJA,PASAL 27,"(1) Menteri dapat mewajibkan kepada perusahaan yang memenuhi persyaratan untuk melaksanakan program pemagangan. (2) Dalam menetapkan persyaratan sebagaimana dimaksud dalam ayat (1), Menteri harus memperhatikan kepentingan perusahaan, masyarakat, dan negara."
UU_No_13_Tahun_2003_cleaned.txt,BAB V: PELATIHAN KERJA,PASAL 28,"(1) Untuk memberikan saran dan pertimbangan dalam penetapan kebijakan serta melakukan koordinasi pelatihan kerja dan pemagangan dibentuk lembaga koordinasi pelatihan kerja nasional. (2) Pembentukan, keanggotaan, dan tata kerja lembaga koordinasi pelatihan kerja sebagaimana dimaksud dalam ayat (1), diatur dengan Keputusan Presiden."
UU_No_13_Tahun_2003_cleaned.txt,BAB V: PELATIHAN KERJA,PASAL 29,"(1) Pemerintah Pusat dan/atau Pemerintah Daerah melakukan pembinaan pelatihan kerja dan pemagangan. (2) Pembinaan pelatihan kerja dan pemagangan ditujukan ke arah peningkatan relevansi, kualitas, dan efisiensi penyelenggaraan pelatihan kerja dan produktivitas. (3) Peningkatan produktivitas sebagaimana dimaksud dalam ayat (2), dilakukan melalui pengembangan budaya produktif, etos kerja, teknologi, dan efisiensi kegiatan ekonomi, menuju terwujudnya produktivitas nasional."
UU_No_13_Tahun_2003_cleaned.txt,BAB V: PELATIHAN KERJA,PASAL 30,"(1) Untuk meningkatkan produktivitas sebagaimana dimaksud dalam Pasal 29 ayat (2) dibentuk lembaga produktivitas yang bersifat nasional. (2) Lembaga produktivitas sebagaimana dimaksud dalam ayat (1) berbentuk jejaring kelembagaan pelayanan peningkatan produktivitas, yang bersifat lintas sektor maupun daerah. (3) Pembentukan, keanggotaan, dan tata kerja lembaga produktivitas nasional sebagaimana dimaksud dalam ayat (1), diatur dengan Keputusan Presiden. BAB VI : PENEMPATAN TENAGA KERJA"
UU_No_13_Tahun_2003_cleaned.txt,BAB VI: PENEMPATAN TENAGA KERJA,PASAL 31,"Setiap tenaga kerja mempunyai hak dan kesempatan yang sama untuk memilih, mendapatkan, atau pindah pekerjaan dan memperoleh penghasilan yang layak di dalam atau di luar negeri."
UU_No_13_Tahun_2003_cleaned.txt,BAB VI: PENEMPATAN TENAGA KERJA,PASAL 32,"(1) Penempatan tenaga kerja dilaksanakan berdasarkan asas terbuka, bebas, obyektif, serta adil, dan setara tanpa diskriminasi. (2) Penempatan tenaga kerja diarahkan untuk menempatkan tenaga kerja pada jabatan yang tepat sesuai dengan keahlian, keterampilan, bakat, minat, dan kemampuan dengan memperhatikan harkat, martabat, hak asasi, dan perlindungan hukum. (3) Penempatan tenaga kerja dilaksanakan dengan memperhatikan pemerataan kesempatan kerja dan penyediaan tenaga kerja sesuai dengan kebutuhan program nasional dan daerah. ditjen Peraturan Perundang-undanganPenempatan tenaga kerja terdiri dari: a. penempatan tenaga kerja di dalam negeri; dan b. penempatan tenaga kerja di luar negeri."
UU_No_13_Tahun_2003_cleaned.txt,BAB VI: PENEMPATAN TENAGA KERJA,PASAL 34,Ketentuan mengenai penempatan tenaga kerja di luar negeri sebagaimana dimaksud dalam Pasal 33 huruf b diatur dengan undang-undang.
UU_No_13_Tahun_2003_cleaned.txt,BAB VI: PENEMPATAN TENAGA KERJA,PASAL 35,"(1) Pemberi kerja yang memerlukan tenaga kerja dapat merekrut sendiri tenaga kerja yang dibutuhkan atau melalui pelaksana penempatan tenaga kerja. (2) Pelaksana penempatan tenaga kerja sebagaimana dimaksud dalam ayat (1) wajib memberikan perlindungan sejak rekrutmen sampai penempatan tenaga kerja (3) Pemberi kerja sebagaimana dimaksud dalam ayat (1) dalam mempekerjakan tenaga kerja wajib memberikan perlindungan yang mencakup kesejahteraan, keselamatan, dan kesehatan baik mental maupun fisik tenaga kerja."
UU_No_13_Tahun_2003_cleaned.txt,BAB VI: PENEMPATAN TENAGA KERJA,PASAL 36,(1) Penempatan tenaga kerja oleh pelaksana sebagaimana dimaksud dalam Pasal 35 ayat (1) dilakukan dengan memberikan pelayanan penempatan tenaga kerja. (2) Pelayanan penempatan tenaga kerja sebagaimana dimaksud dalam ayat (1) bersifat terpadu dalam satu sistem penempatan tenaga kerja yang meliputi unsur-unsur: a. pencari kerja; b. lowongan pekerjaan; c. informasi pasar kerja; d. mekanisme antar kerja; dan e. kelembagaan penempatan tenaga kerja. (3) Unsur-unsur sistem penempatan tenaga kerja sebagaimana dimaksud dalam ayat (2) dapat dilaksanakan secara terpisah yang ditujukan untuk terwujudnya penempatan tenaga kerja.
UU_No_13_Tahun_2003_cleaned.txt,BAB VI: PENEMPATAN TENAGA KERJA,PASAL 37,(1) Pelaksana penempatan tenaga kerja sebagaimana dimaksud dalam Pasal 35 ayat (1) terdiri dari: a. instansi pemerintah yang bertanggung jawab di bidang ketenagakerjaan; dan b. lembaga swasta berbadan hukum. (2) Lembaga penempatan tenaga kerja swasta sebagaimana dimaksud dalam ayat (1) huruf b dalam melaksanakan pelayanan penempatan tenaga kerja wajib memiliki izin tertulis dari Menteri atau pejabat yang ditunjuk.
UU_No_13_Tahun_2003_cleaned.txt,BAB VI: PENEMPATAN TENAGA KERJA,PASAL 38,"(1) Pelaksana penempatan tenaga kerja sebagaimana dimaksud dalam Pasal 37 ayat (1) huruf a, dilarang memungut biaya penempatan, baik langsung maupun tidak langsung, sebagian atau keseluruhan kepada tenaga kerja dan pengguna tenaga kerja. (2) Lembaga penempatan tenaga kerja swasta sebagaimana dimaksud dalam Pasal 37 ayat (1) huruf b, hanya dapat memungut biaya penempatan tenaga kerja dari pengguna tenaga kerja dan dari tenaga kerja golongan dan jabatan tertentu. (3) Golongan dan jabatan sebagaimana dimaksud dalam ayat (2) ditetapkan dengan Keputusan Menteri. BAB VII : PERLUASAN KESEMPATAN KERJA"
UU_No_13_Tahun_2003_cleaned.txt,BAB VII: PERLUASAN KESEMPATAN KERJA,PASAL 39,"(1) Pemerintah bertanggung jawab mengupayakan perluasan kesempatan kerja baik di dalam maupun di luar hubungan kerja. (2) Pemerintah dan masyarakat bersama-sama mengupayakan perluasan kesempatan kerja baik di dalam maupun di luar hubungan kerja. (3) Semua kebijakan pemerintah baik pusat maupun daerah di setiap sektor diarahkan untuk mewujudkan perluasan kesempatan kerja baik di dalam maupun di luar hubungan kerja. (4) Lembaga keuangan baik perbankan maupun non perbankan, dan dunia usaha perlu membantu dan memberikan kemudahan bagi setiap kegiatan masyarakat yang dapat menciptakan atau mengembangkan perluasan kesempatan kerja."
UU_No_13_Tahun_2003_cleaned.txt,BAB VII: PERLUASAN KESEMPATAN KERJA,PASAL 40,"(1) Perluasan kesempatan kerja di luar hubungan kerja dilakukan melalui penciptaan kegiatan yang produktif dan ditjen Peraturan Perundang-undangan(2) Penciptaan perluasan kesempatan kerja sebagaimana dimaksud dalam ayat (1) dilakukan dengan pola pembentukan dan pembinaan tenaga kerja mandiri, penerapan sistem padat karya, penerapan teknologi tepat guna, dan pendayagunaan tenaga kerja sukarela atau pola lain yang dapat mendorong terciptanya perluasan kesempatan kerja."
UU_No_13_Tahun_2003_cleaned.txt,BAB VII: PERLUASAN KESEMPATAN KERJA,PASAL 41,"(1) Pemerintah menetapkan kebijakan ketenagakerjaan dan perluasan kesempatan kerja. (2) Pemerintah dan masyarakat bersama-sama mengawasi pelaksanaan kebijakan sebagaimana dimaksud dalam ayat (1). (3) Dalam melaksanakan tugas sebagaimana dimaksud dalam ayat (2) dapat dibentuk badan koordinasi yang beranggotakan unsur pemerintah dan unsur masyarakat. (4) Ketentuan mengenai perluasan kesempatan kerja, dan pembentukan badan koordinasi sebagaimana dimaksud dalam Pasal 39, Pasal 40, dan ayat (3) dalam pasal ini diatur dengan Peraturan Pemerintah. BAB VIII : PENGGUNAAN TENAGA KERJA ASING"
UU_No_13_Tahun_2003_cleaned.txt,BAB VIII: PENGGUNAAN TENAGA KERJA ASING,PASAL 42,"(1) Setiap pemberi kerja yang mempekerjakan tenaga kerja asing wajib memiliki izin tertulis dari Menteri atau pejabat yang ditunjuk. (2) Pemberi kerja orang perseorangan dilarang mempekerjakan tenaga kerja asing. (3) Kewajiban memiliki izin sebagaimana dimaksud dalam ayat (1), tidak berlaku bagi perwakilan negara asing yang mempergunakan tenaga kerja asing sebagai pegawai diplomatik dan konsuler. (4) Tenaga kerja asing dapat dipekerjakan di Indonesia hanya dalam hubungan kerja untuk jabatan tertentu dan waktu tertentu. (5) Ketentuan mengenai jabatan tertentu dan waktu tertentu sebagaimana dimaksud dalam ayat (4) ditetapkan dengan Keputusan Menteri. (6) Tenaga kerja asing sebagaimana dimaksud dalam ayat (4) yang masa kerjanya habis dan tidak dapat diperpanjang dapat digantikan oleh tenaga kerja asing lainnya."
